"grdc.id"	"basin.set"	"reservoir"	"capacity_km3"	"surface.area_km2"	"mean.depth_m"	"mean.inflow_km3d"
"158"	"X4123111"	"additional"	"non-irrigation"	0.0612000003457069	5	12.2400000691414	0.00417472142726183
"159"	"X4122271"	"behavioural"	"non-irrigation"	0.314000010490417	13	24.1538469608013	0.0182081367820501
"160"	"X4122271"	"behavioural"	"non-irrigation"	0.197400003671646	16	12.3375002294779	0.0124016543850303
"161"	"X4122271"	"behavioural"	"non-irrigation"	0.447800010442734	23	19.4695656714232	0.0199861377477646
"162"	"X4122271"	"behavioural"	"non-irrigation"	0.104800000786781	9	11.6444445318646	0.00350066018290818
"163"	"X4119201"	"additional"	"non-irrigation"	0.0702999979257584	25	2.81199991703033	0.00534380506724119
"164"	"X4119201"	"additional"	"non-irrigation"	0.197400003671646	41	4.81463423589381	0.0145605634897947
"165"	"X4123230"	"behavioural"	"non-irrigation"	0.0785999968647957	7	11.2285709806851	0.00572117045521736
"166"	"X4125025"	"behavioural"	"non-irrigation"	0.0115000000223517	1	11.5000000223517	0.00112517864909023
"167"	"X4125025"	"behavioural"	"non-irrigation"	0.233400002121925	24	9.72500008841356	0.00514603359624743
"168"	"X4125025"	"behavioural"	"non-irrigation"	0.772199988365173	33	23.3999996474295	0.144793123006821
"169"	"X4123201"	"behavioural"	"non-irrigation"	0.0608000010251999	4	15.2000002563	0.0319340825080872
"170"	"X4123201"	"behavioural"	"non-irrigation"	0.0740000009536743	5	14.8000001907349	0.0157639794051647
"171"	"X4123201"	"behavioural"	"non-irrigation"	0.13570000231266	4	33.9250005781651	0.0211504753679037
"172"	"X4123201"	"behavioural"	"non-irrigation"	0.281399995088577	5	56.2799990177155	0.0177433863282204
"173"	"X4123201"	"behavioural"	"non-irrigation"	0.0564000010490417	5	11.2800002098083	0.00225823884829879
"174"	"X4123201"	"behavioural"	"non-irrigation"	0.0368000008165836	2	18.4000004082918	0.00254541984759271
"175"	"X4125903"	"additional"	"non-irrigation"	0.0449000000953674	2	22.4500000476837	0.00185790867544711
"176"	"X4125903"	"additional"	"non-irrigation"	4.27029991149902	118	36.1889823008392	0.313650667667389
"177"	"X4125903"	"additional"	"non-irrigation"	2.40779995918274	71	33.912675481447	0.0951706916093826
"178"	"X4123260"	"behavioural"	"non-irrigation"	0.0861999988555908	17	5.07058816797593	0.00524074723944068
"179"	"X4123260"	"behavioural"	"non-irrigation"	0.162799999117851	3	54.2666663726171	0.0429067388176918
"180"	"X4123260"	"behavioural"	"non-irrigation"	0.166299998760223	10	16.6299998760223	0.00253929616883397
"181"	"X4123260"	"behavioural"	"non-irrigation"	0.0406999997794628	2	20.3499998897314	0.123502567410469
"182"	"X4123260"	"behavioural"	"non-irrigation"	0.179000005125999	10	17.9000005125999	0.0192571077495813
"183"	"X4123260"	"behavioural"	"non-irrigation"	0.126499995589256	4	31.6249988973141	0.0220921114087105
"184"	"X4119452"	"behavioural"	"non-irrigation"	0.0750999972224236	3	25.0333324074745	0.00169721140991896
"185"	"X4119452"	"behavioural"	"non-irrigation"	0.0828000009059906	19	4.35789478452582	0.015705019235611
"186"	"X4119452"	"behavioural"	"non-irrigation"	0.061599999666214	13	4.73846151278569	0.00178603269159794
"187"	"X4119452"	"behavioural"	"non-irrigation"	0.168999999761581	6	28.1666666269302	0.0369429551064968
"188"	"X4119452"	"behavioural"	"non-irrigation"	0.164100006222725	19	8.636842432775	0.305428951978683
"189"	"X4119101"	"additional"	"non-irrigation"	0.678399980068207	248	2.73548379059761	0.0511144250631332
"190"	"X4119101"	"additional"	"non-irrigation"	0.40090000629425	4	100.225001573563	0.001063262228854
"191"	"X4119101"	"additional"	"non-irrigation"	0.149299994111061	8	18.6624992638826	0.00360842188820243
"192"	"X4119101"	"additional"	"non-irrigation"	0.838800013065338	412	2.03592236180907	0.0364234261214733
"193"	"X4119101"	"additional"	"non-irrigation"	0.0553000010550022	5	11.0600002110004	0.0390584580600262
"194"	"X4119101"	"additional"	"non-irrigation"	0.148000001907349	1	148.000001907349	0.131987124681473
"195"	"X4119101"	"additional"	"non-irrigation"	0.097900003194809	29	3.37586217913134	0.0207581873983145
"196"	"X4119080"	"additional"	"non-irrigation"	0.066100001335144	34	1.94411768632777	0.00379775278270245
"197"	"X4119080"	"additional"	"non-irrigation"	0.0177999995648861	3	5.93333318829536	0.37570708990097
"198"	"X4125050"	"behavioural"	"non-irrigation"	0.393400013446808	9	43.7111126052009	0.0421930886805058
"199"	"X4125050"	"behavioural"	"non-irrigation"	0.316300004720688	8	39.537500590086	0.039218682795763
"200"	"X4125050"	"behavioural"	"non-irrigation"	0.0487999990582466	4	12.1999997645617	0.00164937530644238
"201"	"X4125050"	"behavioural"	"non-irrigation"	0.0197999998927116	1	19.7999998927116	0.00147906027268618
"202"	"X4125050"	"behavioural"	"non-irrigation"	0.416900008916855	16	26.0562505573034	0.0171487741172314
"203"	"X4125050"	"behavioural"	"non-irrigation"	1.92330002784729	114	16.8710528758534	0.278858125209808
"204"	"X4123131"	"additional"	"non-irrigation"	0.188800007104874	2	94.4000035524368	0.0809841528534889
"205"	"X4123131"	"additional"	"non-irrigation"	0.325100004673004	7	46.4428578104292	0.015521002933383
"206"	"X4123131"	"additional"	"non-irrigation"	0.0500000007450581	5	10.0000001490116	0.126492902636528
"207"	"X4123131"	"additional"	"non-irrigation"	0.45440000295639	10	45.440000295639	0.0126695018261671
"208"	"X4123131"	"additional"	"non-irrigation"	0.0452000014483929	4	11.3000003620982	0.00204518670216203
"209"	"X4123131"	"additional"	"non-irrigation"	0.0315000005066395	2	15.7500002533197	0.0019488570978865
"210"	"X4150331"	"additional"	"irrigation"	0.403699994087219	19	21.2473681098536	0.0207831282168627
"211"	"X4150331"	"additional"	"non-irrigation"	0.0399000011384487	5	7.98000022768974	0.000606030167546123
"212"	"X4150331"	"additional"	"non-irrigation"	0.120200000703335	11	10.9272727912123	0.000924052961636335
"213"	"X4119264"	"additional"	"non-irrigation"	0.0344999991357327	3	11.4999997119109	0.00156727840658277
"214"	"X4119440"	"behavioural"	"non-irrigation"	0.0838999971747398	2	41.9499985873699	0.00506213959306479
"215"	"X4119440"	"behavioural"	"non-irrigation"	0.294800013303757	60	4.91333355506261	0.0671349465847015
"216"	"X4119440"	"behavioural"	"non-irrigation"	0.283699989318848	55	5.15818162397905	0.05222287774086
"217"	"X4119440"	"behavioural"	"non-irrigation"	0.0555000007152557	8	6.93750008940697	0.00405898736789823
"218"	"X4119440"	"behavioural"	"non-irrigation"	0.0582000017166138	7	8.31428595951625	0.156741783022881
"219"	"X4119440"	"behavioural"	"non-irrigation"	0.0566999986767769	11	5.15454533425244	0.271422803401947
"220"	"X4119440"	"behavioural"	"non-irrigation"	0.0284000001847744	1	28.4000001847744	0.100591026246548
"221"	"X4119440"	"behavioural"	"non-irrigation"	0.0690999999642372	20	3.45499999821186	0.382416188716888
"222"	"X4120903"	"additional"	"irrigation"	0.0328000001609325	1	32.8000001609325	0.000926064560189843
"223"	"X4120903"	"additional"	"non-irrigation"	0.0518999993801117	13	3.99230764462398	0.147866383194923
"224"	"X4120903"	"additional"	"irrigation"	0.0719999969005585	2	35.9999984502792	0.0186876002699137
"225"	"X4120903"	"additional"	"irrigation"	0.217800006270409	18	12.100000348356	0.0421666279435158
"226"	"X4120903"	"additional"	"non-irrigation"	0.648299992084503	48	13.5062498350938	0.0908718630671501
"227"	"X4120903"	"additional"	"non-irrigation"	0.0733999982476234	2	36.6999991238117	0.10155638307333
"228"	"X4120903"	"additional"	"irrigation"	0.164100006222725	14	11.7214290159089	0.0348270907998085
"229"	"X4123063"	"behavioural"	"non-irrigation"	0.942399978637695	22	42.8363626653498	0.0459727495908737
"230"	"X4123063"	"behavioural"	"non-irrigation"	0.238600000739098	10	23.8600000739098	0.149615034461021
"231"	"X4123063"	"behavioural"	"non-irrigation"	0.835099995136261	21	39.7666664350601	0.050118301063776
"232"	"X4123063"	"behavioural"	"non-irrigation"	3.14779996871948	88	35.7704541899941	0.198627829551697
"233"	"X4123063"	"behavioural"	"non-irrigation"	1.90079998970032	71	26.7718308408495	0.452802181243896
"234"	"X4123063"	"behavioural"	"non-irrigation"	1.90079998970032	64	29.6999998390675	0.526626229286194
"235"	"X4123063"	"behavioural"	"non-irrigation"	0.0197000000625849	1	19.7000000625849	0.00405217101797462
"236"	"X4123063"	"behavioural"	"non-irrigation"	0.155399993062019	17	9.14117606247173	0.248646810650826
"237"	"X4123063"	"behavioural"	"non-irrigation"	0.576799988746643	99	5.82626251259235	1.16510045528412
"238"	"X4123063"	"behavioural"	"non-irrigation"	0.0209999997168779	0	0	0.0536822900176048
"239"	"X4123063"	"behavioural"	"non-irrigation"	1.44930005073547	120	12.0775004227956	2.04040431976318
"240"	"X4123063"	"behavioural"	"non-irrigation"	0.0267999991774559	1	26.7999991774559	0.0100567098706961
"241"	"X4123063"	"behavioural"	"non-irrigation"	0.0507000014185905	1	50.7000014185905	0.31819885969162
"242"	"X4123063"	"behavioural"	"non-irrigation"	0.0432000011205673	1	43.2000011205673	0.277212411165237
"243"	"X4123063"	"behavioural"	"non-irrigation"	1.77989995479584	24	74.1624981164932	0.272864162921906
"244"	"X4123063"	"behavioural"	"non-irrigation"	0.188199996948242	7	26.8857138497489	0.0174973588436842
"245"	"X4123063"	"behavioural"	"non-irrigation"	0.155399993062019	4	38.8499982655048	0.017874063923955
"246"	"X4123063"	"behavioural"	"non-irrigation"	0.0828000009059906	5	16.5600001811981	0.00892936438322067
"247"	"X4123063"	"behavioural"	"non-irrigation"	0.0427000001072884	1	42.7000001072884	0.0178007744252682
"248"	"X4123063"	"behavioural"	"non-irrigation"	0.90939998626709	111	8.19279266907288	2.56549000740051
"249"	"X4123063"	"behavioural"	"non-irrigation"	0.102700002491474	6	17.1166670819124	0.0854229182004929
"250"	"X4123063"	"behavioural"	"non-irrigation"	0.0712999999523163	3	23.7666666507721	0.179993659257889
"251"	"X4123063"	"behavioural"	"non-irrigation"	0.535300016403198	12	44.6083347002665	0.167410373687744
"252"	"X4123063"	"behavioural"	"non-irrigation"	0.296700000762939	21	14.1285714649019	0.0328300818800926
"253"	"X4123063"	"behavioural"	"non-irrigation"	0.215000003576279	7	30.7142862251827	0.0436522625386715
"254"	"X4123063"	"behavioural"	"non-irrigation"	0.241600006818771	9	26.8444452020857	0.0521303415298462
"255"	"X4126750"	"additional"	"non-irrigation"	0.0780000016093254	3	26.0000005364418	0.00213617039844394
"256"	"X4126750"	"additional"	"non-irrigation"	0.0198999997228384	1	19.8999997228384	0.00259887496940792
"257"	"X4120200"	"additional"	"irrigation"	0.128299996256828	11	11.663636023348	0.000290241674520075
"258"	"X4120200"	"additional"	"irrigation"	0.126900002360344	11	11.5363638509404	0.0115704853087664
"259"	"X4120200"	"additional"	"irrigation"	0.0976999998092651	14	6.97857141494751	0.00025262197596021
"260"	"X4147651"	"behavioural"	"non-irrigation"	0.014299999922514	1	14.299999922514	0.00292435917071998
