"grdc_ids"	"basin_size"	"reservoir_area"	"water_stress"	"aridity"	"mean_precipitation_as_snow"	"globalLakes"	"globalWetlands"	"localLakes"	"localWetlands"	"open_water"	"wetland"	"lakes"	"global_waterbodies"	"local_waterbodies"	"batjes"	"mean_temperature"	"sum_precipitation"
"51"	"X4148060"	3466.58659362793	0	0.143069798207	0.843824711565052	0.0456301740212827	0.019595499760485	0	0.117703503837968	0.196432817080335	0.333731820678789	0.196432817080335	0.137299003598453	0.019595499760485	0.314136320918304	122.294170492797	14.5042353744929	1166.29443447008
"52"	"X4127941"	3447.95906829834	0	0.00283725192410984	1.06506350782424	0.00153468686782907	0	0	0	34.7240684284182	34.7240684284182	34.7240684284182	0	0	34.7240684284182	132	19.5699525223371	1668.52452156451
"54"	"X4149110"	3291.7473526001	0	0.0556794689819989	1.06355649754014	0.00154084316579571	0	0	0.0666306276037119	38.950310966769	39.0169415943727	38.950310966769	0.0666306276037119	0	39.0169415943727	128.819636900604	18.9956366161237	1643.93327518896
"55"	"X4244850"	3279.36099243164	0	0.0134551187627892	1.36355938933723	0.359166452648083	0	0	0.156594287386486	0	0.156594287386486	0	0.156594287386486	0	0.156594287386486	147.572926456238	2.45420938003936	1142.312766829
"56"	"X4358110"	3197.29644012451	0	1.96466530535729	0.317024517152803	1.61706842180125e-05	0	0	0	0	0	0	0	0	0	88.0752649950478	18.3844017283122	716.759025504677
"57"	"X4145160"	2928.83245849609	0	0.0519969411358584	1.92841528169921	0.00640553975134482	0	0	0.0397783073814189	5.13902553351456	5.17880384089598	5.13902553351456	0.0397783073814189	0	5.17880384089598	151.94724058111	10.0262717189777	1667.2571949306
"58"	"X4214040"	87527.0988197327	3235	0.000321312041223707	1.50480621766967	0.546626876666299	6.32273715149285	10.1977159895777	7.49388776578834	8.04493369477773	32.0592746016366	18.2426496843554	13.8166249172812	16.5204531410705	15.5388214605661	94.6033415704945	-4.53895191564332	935.218188840447
"59"	"X4151805"	3516.11420440674	4	1.01333611401809	0.677096858192314	0.545488953419308	0.192138100939301	0	0.307559179682812	2.03667043544924	2.53636771607135	2.03667043544924	0.499697280622112	0.192138100939301	2.34422961513205	116.250032987489	-0.504455830843469	629.247059623025
"60"	"X4147710"	4342.70664978027	6	0.26740021443354	1.07293426739535	0.213058654512924	0.145122377799105	0	0.173817406920361	9.13541278864886	9.45435257336833	9.13541278864886	0.318939784719466	0.145122377799105	9.30923019556922	161.657271672364	7.9950198202216	1246.37022693137
"61"	"X4149405"	4342.23194122314	25	0.0880126490877998	1.02200571490185	0.00464182810629785	0.197382826986848	0	0.0491283535334426	0	0.24651118052029	0	0.24651118052029	0.197382826986848	0.0491283535334426	128.806012193465	16.2519951175772	1391.8827974522
"65"	"X4204010"	9286.48867416382	0	0.000141503880456519	1.89054911720408	0.422613639215205	0.363781677185216	0.333466537419781	0.841538100186028	0	1.53878631479103	0.333466537419781	1.20531977737124	0.697248214604998	0.841538100186028	109.296854059466	0.196500657568443	1045.06836112449
"66"	"X4102450"	4957.8588218689	0	0.00131198281959396	1.02119672270574	0.545494339238438	0	0	0.175723640497454	0.0237833927115924	0.199507033209046	0.0237833927115924	0.175723640497454	0	0.199507033209046	138.73663791045	-3.12491476256346	674.999489769327
"67"	"X4149410"	40892.4789962769	135	0.0465574414239171	0.987331885068138	0.00644959007688561	0.343184423059955	0	0.294594741566492	1.86887901937679	2.50665818400323	1.86887901937679	0.637779164626447	0.343184423059955	2.16347376094328	130.002742882412	17.1496477477542	1476.25542080831
"68"	"X4150605"	5499.65003204346	154	0.341815334430161	0.522838039409161	0.018686498330854	2.86054010680492	0	0.195560990181913	0.377179449738296	3.43328054672513	0.377179449738296	3.05610109698683	2.86054010680492	0.57274043992021	142.177930504331	18.1989248039368	1042.72414145049
"69"	"X4203790"	3171.04716110229	0	0.000232890260441859	0.817645336465551	0.558550782760224	0	0	1.2578994050709	0	1.2578994050709	0	1.2578994050709	0	1.2578994050709	101.48108229958	-3.70327620799365	575.19719948436
"71"	"X4231620"	4478.26219177246	9	0.0253850357708603	1.40127594198679	0.334212086475994	0.207146071225936	0	0.896147013688912	0	1.10329308491485	0	1.10329308491485	0.207146071225936	0.896147013688912	164	3.18793553895174	1213.35956572748
"73"	"X4214430"	4182.35638427734	0	0.000696213912423509	1.00684986535098	0.453931295430668	0	0	2.91835952859073	50.6082863321562	53.5266458607469	50.6082863321562	2.91835952859073	0	53.5266458607469	124.761364979462	-0.682265961015378	744.005031776256
"74"	"X4148720"	35496.5445861816	126	0.203033342483409	0.774252391177041	0.00273270298224379	0.44463130769892	0	0.207669786331303	5.03183853384242	5.68413962787265	5.03183853384242	0.652301094030223	0.44463130769892	5.23950832017373	120.276168585756	17.8500286242455	1260.72315648455
"75"	"X4133701"	3189.56400680542	0	0.139868989531808	0.803100081542277	0.268690354590408	0.938482741362423	0	0.806403056924497	24.5933008727748	26.3381866710617	24.5933008727748	1.74488579828692	0.938482741362423	25.3997039296993	158.804009697272	6.91197931311194	960.906083902876
"76"	"X4147907"	4358.31903076172	0	0.296379496738143	0.83184263666736	0.0577570828233132	0	0	0	0	0	0	0	0	0	133.548512265635	12.293174855087	1124.95488680796
"77"	"X4214900"	29872.4493141174	0	2.09986430201206e-05	1.34174600791328	0.570572377610864	3.05334953352867	0.293290394770103	8.1365337228003	16.8035804570616	28.2867541081607	17.0968708518317	11.189883256329	3.34663992829878	24.9401141798619	202.100386563758	-5.15056135747242	745.573119543312
"79"	"X4148655"	3467.66901397705	0	0.16655311213388	0.86296656837904	0.00496543658036783	0	0	0	0	0	0	0	0	0	130.511218631304	16.7663042042565	1278.7083887345
"80"	"X4115210"	3024.00119018555	0	0.0417099132685158	0.826935031578709	0.103707700770137	0	0	0.0978686436963247	0.643437133576648	0.741305777272973	0.643437133576648	0.0978686436963247	0	0.741305777272973	202.906826265363	7.57171563078872	727.147739972898
"81"	"X4101900"	24396.7317695618	0	0.0047346396936156	0.516653094497862	0.605872042719149	0.361081861871487	0.416419749083405	0.757384168376939	31.8675875383941	33.4024733177259	32.2840072874775	1.11846603024843	0.777501610954891	32.624971706771	174.771242156483	-7.79082470466672	437.064304697765
"82"	"X4148325"	3702.49922943115	0	0.16677049937189	0.815550613032018	0.0159890774368296	0.112832432235884	0	0	0	0.112832432235884	0	0.112832432235884	0.112832432235884	0	123.605489597471	16.0532055312944	1205.82541295655
"83"	"X4148091"	8042.36701202393	81	0.154276490099537	0.828708433739923	0.0432249499712155	1.02607899473007	0	0	0.203435336431159	1.22951433116123	0.203435336431159	1.02607899473007	1.02607899473007	0.203435336431159	123.423277104033	13.7374102838852	1158.67430988903
"84"	"X4243240"	21810.1909751892	126	0.1164239634396	1.11630911052199	0.266992731229469	5.47817104630344	0.151494848628858	0.802338832260727	20.4170731334289	26.8490778606219	20.5685679820577	6.28050987856417	5.6296658949323	21.2194119656896	142.294834533597	6.04655531639704	1171.57346847591
"85"	"X4147501"	7367.36721801758	123	0.222027580165398	1.25410723687209	0.275862119428716	2.68160858073083	0.370892626024512	1.47766734850123	32.9533975704687	37.4835661257253	33.3242901964932	4.15927592923206	3.05250120675534	34.4310649189699	149.664604577701	5.65449809968352	1269.50802684607
"87"	"X4214515"	21053.7939186096	1016	0.0137220576825182	1.12287999471065	0.393243139997527	5.65848595586439	0.32980899592849	1.00887143583807	58.4663564876377	65.4635228752687	58.7961654835662	6.66735739170247	5.98829495179288	59.4752279234758	157.354991407459	1.36156957265927	883.472088985395
"88"	"X4214530"	9000.9903678894	0	0.00417780762855395	1.07876697316405	0.410625796216916	0.958492130377707	0	1.52847599902242	53.8511665005172	56.3381346299174	53.8511665005172	2.48696812940013	0.958492130377707	55.3796424995397	97.6644154790742	1.20254373087811	903.047577088286
"89"	"X4149300"	18532.5254364014	14	0.0408528124230039	1.00432820532086	0.00224055499419614	0.0778056282120793	0	0.117580687268699	20.1789153317877	20.3743016472684	20.1789153317877	0.195386315480778	0.0778056282120793	20.2964960190564	131.806821941346	18.4255416618061	1542.51970176777
"90"	"X4206100"	18194.3205337524	0	0.000205229507439787	1.69592353101292	0.354376494648848	0	0.255952560487318	1.16488879249909	0	1.42084135298641	0.255952560487318	1.16488879249909	0.255952560487318	1.16488879249909	112.961165536477	1.60992524917829	1497.30741572101
"91"	"X4243580"	18019.2754516602	549	0.000650725298556275	1.57180608429303	0.469392574500009	5.04068636556694	0.931508010056736	3.82766098094777	1.32525601949646	11.1251113760679	2.25676402955319	8.8683473465147	5.97219437562367	5.15291700044422	105.478632969837	-1.46555524402735	1051.37483567753
"92"	"X4207100"	3566.57085037231	0	0.00743659042586765	0.797385781517281	0.324826765726357	5.92884908963692	0	3.00092958469819	0	8.9297786743351	0	8.9297786743351	5.92884908963692	3.00092958469819	134.943848906489	2.66918861443427	609.607824938563
"93"	"X4209600"	17742.2901611328	0	0	0.51213549468323	0.688689892877453	0	0	6.33737098402584	0	6.33737098402584	0	6.33737098402584	0	6.33737098402584	108	-12.4471235371873	248.710673315625
"94"	"X4148050"	17500.3271713257	17	0.149459825653124	0.855919828916758	0.0515809579479013	0.61078730146491	0.560843580123794	0.0578898012484537	0.0928125749504518	1.32233325778761	0.653656155074246	0.668677102713363	1.1716308815887	0.150702376198906	124.519249882728	13.0729086414818	1157.05337918393
"95"	"X4147601"	8928.87218093872	64	0.429816653316516	1.13331105259329	0.192564902907328	0.756429348907571	0	1.45098781607001	28.5699927040232	30.7774098690008	28.5699927040232	2.20741716497758	0.756429348907571	30.0209805200932	162.257378836548	8.23478885739117	1311.98191154674
"96"	"X4150310"	14928.3524932861	30	0.822649439662203	0.471507134254882	0.00440835062170992	0.213606913083825	0	0.188827967858508	0	0.402434880942333	0	0.402434880942333	0.213606913083825	0.188827967858508	141.636013498595	20.2575556349181	927.833096578457
"97"	"X4126701"	14141.9889297485	236	0.111045408518039	0.94884833988253	0.012453559469783	1.7041940980601	0	0.384755634971118	1.19619598500905	3.28514571804027	1.19619598500905	2.08894973303122	1.7041940980601	1.58095161998017	122.49421996224	17.1876758726721	1449.78646502897
"99"	"X4136400"	13891.1387176514	664	0.301639630342521	0.974578395169783	0.197606221650534	6.20867947317054	0	0.983326086588516	25.1653133004156	32.3573188601746	25.1653133004156	7.19200555975906	6.20867947317054	26.1486393870041	140.846299820203	8.32126055946183	1178.70832623727
"100"	"X4149121"	13405.0435409546	89	0.0548590386252321	0.972620220272837	0.00446848773377518	0.678021587715191	0	0.059275592895981	15.7268806020373	16.4641777826484	15.7268806020373	0.737297180611172	0.678021587715191	15.7861561949332	135.694338184151	17.8532539519892	1488.80027777645
"101"	"X4147380"	12666.0377388	253	0.276744179152523	1.09378028901104	0.199894997383243	2.32543996796228	0	1.07331243133428	32.1820031300983	35.5807555293948	32.1820031300983	3.39875239929656	2.32543996796228	33.2553155614325	135.930825711077	7.6728749260977	1294.32479635733
"103"	"X4119283"	3298.00938796997	0	0.42092678896692	0.678830292047255	0.290970805615355	0	0	0.63920047305165	8.98401951524166	9.62321998829331	8.98401951524166	0.63920047305165	0	9.62321998829331	159	7.83974593162567	932.093806088245
"105"	"X4214400"	5311.78439331055	0	0.000414729923874891	0.961273165639163	0.412079017326146	9.48517240813303	0	8.70728410633048	22.0526643184203	40.2451208328838	22.0526643184203	18.1924565144635	9.48517240813303	30.7599484247508	96	0.758805853649207	783.187183423651
"108"	"X4209805"	66945.6840934753	0	2.4084140181379e-05	0.545284164760369	0.680879398815463	4.62795041524831	0.201606969621572	7.9449739789309	0.00109437380769987	12.7756257376085	0.202701343429271	12.5729243941792	4.82955738486988	7.9460683527386	108	-11.9728896366837	333.815538288715
"109"	"X4208376"	3495.38467407227	0	0.0186656308038	0.466926378247203	0.556288903438845	4.80832971186151	0	12.9709091443258	8.66140285937882	26.4406417155662	8.66140285937882	17.7792388561874	4.80832971186151	21.6323120037047	120	-6.0637393985014	369.773324391736
"111"	"X4147701"	6184.03972244263	16	0.285853475053046	1.0769798414772	0.219308335528661	0.274106314839826	0	0.295112289707366	12.5176426144729	13.08686121902	12.5176426144729	0.569218604547191	0.274106314839826	12.8127549041802	161.074402362685	7.63722713577927	1266.41328678122
"112"	"X4149441"	9585.75429534912	46	0.0970560261435647	1.06032346427529	0.00861287705484654	0.486479974375083	0	0.16914172062842	0	0.655621695003504	0	0.655621695003504	0.486479974375083	0.16914172062842	127.248385911308	15.4937181501866	1430.15119869484
"114"	"X4149670"	10002.6053161621	136	0.176848424194052	0.990740169133764	0.00639328931320213	1.97226585828068	0	0.0426468199106976	0	2.01491267819138	0	2.01491267819138	1.97226585828068	0.0426468199106976	127.484049246923	16.155578478195	1448.54046366219
"115"	"X4204100"	28766.0014762878	0	0.000181114397257052	0.935057828309085	0.49517136035354	0	0	0.710795749096206	0	0.710795749096206	0	0.710795749096206	0	0.710795749096206	104.719911300997	-1.86421786209319	491.099075198916
"116"	"X4102820"	15636.9609794617	0	0.00179508256163661	0.716845852389117	0.563169536097801	0.674248543790331	0.487485439914705	1.26279367546225	3.45823524849526	5.88276290766255	3.94572068840996	1.93704221925258	1.16173398370504	4.72102892395751	191.388464580248	-4.28603642675393	584.865784089564
"121"	"X4231200"	14718.9140052795	0	0.0267744371958016	1.31499271683645	0.342312929368997	0	0	1.60143617419059	14.5350533660955	16.1364895402861	14.5350533660955	1.60143617419059	0	16.1364895402861	163.487746776489	3.33986320689539	1131.88626068284
"123"	"X4133250"	3266.13272857666	0	0.491816927375958	0.770745806966753	0.259170777968316	1.94546212418954	0	1.41610724426912	42.0253101768864	45.3868795453451	42.0253101768864	3.36156936845866	1.94546212418954	43.4414174211555	134.812554927627	7.51796209996712	928.811471025332
"124"	"X4147901"	11525.3513946533	7	0.308494769868813	0.855366805331437	0.0828730146755785	0.0688462058914741	0	0	0.534901376926898	0.603747582818372	0.534901376926898	0.0688462058914741	0.0688462058914741	0.534901376926898	137.054969023822	10.8794699524282	1075.39156815347
"125"	"X4147460"	14060.7533302307	132	0.155346365233765	1.15684312200795	0.192063899064755	1.15211844342468	0.355457229383879	0.899380527467593	24.2217031432328	26.628659343509	24.5771603726167	2.05149897089228	1.50757567280856	25.1210836707004	145.359926478618	8.03804497496747	1300.62910381006
"126"	"X4116325"	3063.14135360718	0	0.0598919467880909	0.453353791534726	0.252819246358492	0	0	0.0192240225939111	0.730659702069055	0.749883724662966	0.730659702069055	0.0192240225939111	0	0.749883724662966	204	5.83541221458562	850.102416063076
"127"	"X4148321"	5931.26464080811	5	0.16520552828051	0.921201800790538	0.0329549308826028	0.093127260408761	0.093262958784203	0.186439548855016	0	0.37282976804798	0.093262958784203	0.279566809263777	0.186390219192964	0.186439548855016	124.116186676556	13.884127030936	1261.20153834609
"129"	"X4152301"	7098.65026092529	5	0.227797718501432	0.168437587314423	0.253741089191069	0.093150438683264	0	0.0837085306165206	0	0.176858969299785	0	0.176858969299785	0.093150438683264	0.0837085306165206	108.190198658275	7.70691177612686	323.575879915956
"131"	"X4207220"	3974.10109710693	0	0.00296331830072123	0.7360126182533	0.304854924471897	0	0	2.55195489152109	0	2.55195489152109	0	2.55195489152109	0	2.55195489152109	136.174057859353	2.77343265715372	615.613641211208
"133"	"X4125915"	3302.76540374756	2	0.25451461766	0.804702693940846	0.0304898223671206	0.0835100494451991	0	0.18783641121497	0	0.271346460660169	0	0.271346460660169	0.0835100494451991	0.18783641121497	125.010440384155	15.2673401055822	1270.21022013378
"134"	"X4243050"	52093.1109313965	982	0.0159317270251495	1.18495946907325	0.351552940599742	3.88009224664544	0.0766346711214288	3.86837665760828	10.8835119905704	18.7086155659455	10.9601466616918	7.74846890425371	3.95672691776687	14.7518886481787	133.396827824018	2.65979991373411	970.766508505133
"135"	"X4214507"	10977.2449645996	0	0.00024899267105879	0.979112128883752	0.429411514437946	5.2610296213845	0	9.86199503921524	17.1742418508938	32.2972665114936	17.1742418508938	15.1230246605997	5.2610296213845	27.0362368901091	99.945020500185	0.323367769235019	770.63948842303
"137"	"X4208580"	3826.45710372925	0	0.0136296655775334	0.568247564815967	0.384521361208379	0	0	0.0765332495178506	0	0.0765332495178506	0	0.0765332495178506	0	0.0765332495178506	159	1.71813570859598	491.166400707724
"139"	"X4147715"	6403.94929885864	7	0.265318196791956	0.884493923887719	0.215741378172239	0.286433407538936	0	0.17791224725193	0.522246774285009	0.986592429075875	0.522246774285009	0.464345654790866	0.286433407538936	0.700159021536939	162.940236612641	7.44969723680786	1007.87663781108
"145"	"X4135210"	3485.38969421387	0	0.502271386394184	0.816644578596324	0.147289427052774	0	0	0.14741881304456	0	0.14741881304456	0	0.14741881304456	0	0.14741881304456	133.655656064004	10.0965840279972	1064.21136634384
"147"	"X4152900"	7408.38455200195	0	0.219825002880867	0.226816232939926	0.131638494611161	0	0	0	0	0	0	0	0	0	123.601824652948	9.92689680534624	505.163732148911
"148"	"X4207300"	6499.16639709473	0	0.00392519318612472	0.751500656258091	0.436609923224378	2.73726137854091	0	1.57493192844375	0	4.31219330698466	0	4.31219330698466	2.73726137854091	1.57493192844375	129.081627757512	1.13434429582668	525.021921068796
"158"	"X4147726"	7662.91845321655	8	0.260786036487477	1.01710522161866	0.173213088052339	0.118298713832232	0	0.0929201972396197	0.415050899632099	0.626269810703951	0.415050899632099	0.211218911071852	0.118298713832232	0.507971096871719	159.837673024441	8.75822881071817	1188.31816128868
"164"	"X4133751"	3531.43492889404	2	0.986627204629772	0.762874688604156	0.186771822599761	0.0718113751470846	0	0.608974775866824	26.0018835381052	26.6826696891191	26.0018835381052	0.680786151013909	0.0718113751470846	26.610858313972	134.384142257881	8.92429457078904	975.160586405356
