"ID","sd_smax","mean_smax","Q25_smax","Q75_smax","mean_op_water","mean_wetland","mean_lakes","mean_local_water","mean_global_water","mean_res_lake_area","areaBasin","mean_aq_factor","mean_texture","mean_slope","sd_altitude","mean_altitude","Q25_altitude","Q75_altitude","mean_sealedArea","mean_Forest","mean_permaglac","mean_Rg_max","ID.1","mean_temp","min_temp","max_temp","sum_prec","min_prec","max_prec","sum_sw","min_sw","max_sw","ID.2","WaterUse","ResArea","wmo_reg","sub_reg","river","station","country","lat","long","area","altitude","d_start","d_end","d_yrs","d_miss","m_start","m_end","m_yrs","m_miss","t_start","t_end","t_yrs","lta_discharge","r_volume_yr","r_height_yr","corIndex","corArea","corLong","corLat","corGCRC","cont","use","id","HB","koeppen","HB2","koeppen2"
2427700,21.9545155875783,12.780299294017,1.3,13.4,0.119117429569806,0,0.119117429569806,0,0.119117429569806,0.00116651770498552,10211.3691940308,64.0902724128113,24.3658294746513,52.672825226343,452.76361967507,791.713033336448,498.5,980.5,0,0,0,362.683410506973,2427700,22.5924392110065,12.5496945020846,31.167968203495,207.912298613242,1.26179826375768,52.1983365199442,2731.29188788518,142.096270441112,292.349852286746,2427700,2.35256175191122,0.156688096336318,2,27,"MINAB, RUDKHANEH-YE","BERANTIN","IR",27.2725,57.191389,10200,130,1962,2016,55,2.418496172,1965,1984,20,27.19665272,1962,2016,55,"7.658","0.241502688","23.67673412",2836766,10211.3691940308,57.12490515,27.20818095,681856,"as",TRUE,475,3,7,3,2
2428800,16.9341608701407,11.1109364931776,1.3,10.5,0,0,0,0,0,0.000535060341747995,8366.85459136963,57.5744319436583,23.3041700563328,55.2417567347754,397.616477090582,2259.21112241254,2019,2472.25,0.000178350656110582,0,0,383.916598873344,2428800,14.5700849854625,3.55266464391644,24.7732138512911,258.59220318225,1.87648247504595,59.5377909449659,2746.18284806983,142.349361388656,298.711212872182,2428800,0.136446697773636,0.0597596139074471,2,28,"HALIL RUD","HOSSEIN ABAD JIROFT","IR",28.786389,57.548611,8420,930,1963,2016,54,7.742469724,1980,1984,5,0,1963,2016,54,"9.502","0.299655072","35.58848836",2754690,8366.85459136963,57.45823835,28.79151365,662673,"as",TRUE,385,3,6,3,2
3618130,49.8192459292317,311.472398248325,320,320,0,0,0,0,0,0,12308.7721176147,81.874642848206,22.638827435024,16.6458189416548,14.4508635473787,103.784612475172,94.75,113,0,100,0,397.570685766261,3618130,25.8440120105048,24.7229166921963,26.3851412881215,3370.13648609574,214.694318069622,384.749831193034,2229.26388476168,164.986115076697,207.083342470977,3618130,4.02413461153119e-05,0,3,18,"CURICURIARI, RIO","JUSTANTE DA CACHOEIRA DO CAJU","BR",-0.2461,-67.0092,10228,-999,1982,2010,29,0,NA,NA,NA,NA,1982,2010,29,"951.428","30.00423341","2933.538659",210689,12308.7721176147,-67.12529895,-0.291688949999996,37325,"sa",TRUE,546,5,1,5,1
3627451,121.482689680961,252.716752334865,184.125,320,0,0,0,0,0,0,5178.49549102783,89.6692829101453,19.6751517664098,25.6610156683444,104.74367999144,399.223540568962,318.25,491.5,0,74.1926458580732,0,482.309085255779,3627451,25.5753202765241,23.6494930115076,27.332917146511,2025.93302049925,9.49911799569978,355.126222306937,2412.27532885426,186.823142821177,219.887788725524,3627451,0.0498499313522658,0,3,27,"COMEMORACAO, RIO","FAZENDA FLOR DO CAMPO","BR",-11.7489,-60.8678,4360,185,1982,2006,25,0.492826635,NA,NA,NA,NA,1982,2006,25,"132.377","4.174641072","957.4864844",397893,5178.49549102783,-60.79196815,-11.79168435,106509,"sa",TRUE,39,5,4,5,1
3627813,54.3103373466707,148.710620763848,120,135,17.1181292052077,16.5317922326493,0.586336972558417,0.194256081599879,16.9238731236079,0.00120335436038344,26678.714302063,71.2334015714167,29.0532243434662,25.5105686615311,133.315616405474,315.859628411632,224,340.25,0,11.055357720091,0,264.722818066645,3627813,25.4390031103831,22.2022321980168,27.4363366068103,1352.08825463708,14.05701223246,248.439110610505,2462.82399714188,178.254951992422,223.15260933402,3627813,0.0331211784383284,0,3,27,"GUAPORE, RIO","MATO GROSSO","BR",-15.0092,-59.9581,22500,200,1976,2007,32,5.301121057,NA,NA,NA,NA,1976,2007,32,"125.434","3.955686624","175.8082944",449431,26678.714302063,-59.95863515,-14.95834975,123836,"sa",TRUE,699,5,4,5,1
3628401,16,319.549877482031,320,320,12.322958226984,0.337707901514453,11.9852503254696,0,12.322958226984,0.0532401741917566,19228.2121429443,70.9502566190791,30,14.0843864924795,48.1952036900993,107.599513218733,68,147,0,99.8124489508461,0,250,3628401,27.0005870273999,26.5444274842744,28.0105608008338,2219.95641796811,86.8230453891171,322.19984012873,2356.64039573652,171.999709104173,221.991070640954,3628401,0.000369089837241498,11.9823932816626,3,28,"UATUMA, RIO","BALBINA P-8 (UHE BALBINA)","BR",-1.9381,-59.4833,19126,-999,1977,1996,20,17.41176471,NA,NA,NA,NA,1977,1996,20,"490.23","15.45989328","808.3181679",237901,19228.2121429443,-59.45863535,-1.95835495,45877,"sa",TRUE,648,5,1,5,1
3629700,79.6763640069403,117.723395406896,80,120,0.0143150045655396,0,0.0143150045655396,0.0143150045655396,0,0,5815.40139770508,82.145556001079,30,21.8567022901607,34.4677843405969,454.939822416642,426.25,479.75,0,12.8611204074627,0,250,3629700,25.8930092336938,23.9884221559999,27.1242570862658,1792.87989673811,4.68568623993044,329.440119760133,2549.4460961969,202.184941619127,229.314550760068,3629700,0.241942604662617,0,3,29,"AGUA VERDE, RIO","LUCAS DO RIO VERDE","BR",-13.0511,-55.8903,5635,373,1973,2007,35,19.08099068,1978,1994,17,43.1372549,1973,2007,35,"122.982","3.878360352","688.2627067",419648,5815.40139770508,-55.87530345,-13.12501715,114055,"sa",TRUE,138,5,4,5,1
3629900,109.31243073227,222.302633578571,120,320,0,0,0,0,0,0,24661.8931655884,95.0519281464668,30,22.6580273204976,96.524637210608,386.335766190281,313.75,448.25,0,55.1261499168333,0,250,3629900,25.7768124494729,23.7962686111563,27.5306594297926,1954.4887684894,8.61333857179858,348.581035759487,2486.55381932339,193.497360000422,226.762895280416,3629900,0.0376952728252574,0,3,29,"SANGUE, RIO DO","FAZENDA TOMBADOR","BR",-11.7644,-58.0364,24700,256,1984,2007,24,8.609191221,1984,1995,12,0,1984,2007,24,"522.754","16.48557014","667.4319896",396570,24661.8931655884,-58.04196925,-11.70835105,106063,"sa",TRUE,685,5,4,5,1
3649322,17.0704982220127,106.049794895127,85.5,120,16.186766072605,16.186766072605,0,0,16.186766072605,0,16817.3973693848,95.7137764975634,15.777632255358,34.7034440934346,146.888089901033,476.257443201523,343.75,583.25,0,0,0,555.559193616051,3649322,26.0778762087507,25.1891336873552,27.6569594867283,1369.30610140461,0.68541039611746,257.783636039765,2683.68657759105,202.74784787519,258.391937123545,3649322,-0.00146081240479446,0,3,49,"SONO, RIO DO","JATOBA (FAZENDA BOA NOVA)","BR",-9.9953,-47.4725,13855,200,1973,2007,35,2.393406245,NA,NA,NA,NA,1973,2007,35,"319.264","10.0683095","726.6914113",369578,16817.3973693848,-47.37530685,-10.04168505,96339,"sa",TRUE,624,5,4,5,1
3649614,21.9350265972333,99.1304115281288,80,120,0.00467304028760201,0,0.00467304028760201,0.00467304028760201,0,0,17644.6374282837,79.8127572528692,26.9667021733212,29.4892958262147,83.5580383210756,615.434596635245,567,664.75,0,0,0,318.132652874103,3649614,25.2569783308925,23.1033453201461,26.218031885663,1756.81410894133,8.17714477498036,324.679879236219,2526.34641458222,199.23111690495,225.46876132927,3649614,0.174647497075287,0,3,49,"MORTES, RIO DAS","TORIQUEJE","BR",-15.2486,-53.0553,17160,339,1967,2007,41,6.911875299,1968,1986,19,3.947368421,1967,2007,41,"360.014","11.3534015","661.6201343",453581,17644.6374282837,-53.12530455,-15.20834965,125232,"sa",TRUE,634,5,4,5,1
3649630,27.5798261145831,145.96780526393,112,168,53.665237563339,53.6547170797795,0.010520483559442,0.010520483559442,53.6547170797795,0,7879.48607635498,94.111349107428,30,13.1721769429813,14.1209540678027,237.85347678291,226,249,0,0,0,250,3649630,27.0768468743272,25.5154950317449,28.3651199043699,1508.71715641542,2.83067745970166,303.556088704812,2631.09065627345,201.650865596401,238.824292265366,3649630,0.0303340072142699,0,3,49,"CRISTALINO, RIO","JUSANTE BARRA DO FORQUILHA","BR",-12.8836,-50.8322,8039,112,1984,2007,24,15.60574949,NA,NA,NA,NA,1984,2007,24,"191.206","6.029872416","750.0774246",416997,7879.48607635498,-50.79197215,-12.95835055,113201,"sa",TRUE,350,5,4,5,1
3650150,95.5494903528483,249.123944871727,120,320,1.2174061316569,0.54424484126396,0.673161290392937,0.250085516227147,0.96732061542975,0,33091.616859436,99.2954946619296,24.2767510835378,16.9998920443852,71.1201420771446,146.470910433174,90,186.5,0,64.5619724358635,0,364.464978329244,3650150,27.1018215684938,26.5407691896794,27.7440984299869,1980.9807355304,27.0348246041614,404.410033581979,2512.39095364272,195.826555348857,228.091591843126,3650150,0.019362766919161,0,3,50,"CAPIM, RIO","BADAJOS","BR",-2.51278,-47.76806,38178,-999,1971,2010,40,8.481675393,1971,1999,29,8.163265306,1971,2010,40,"578.948","18.25770413","478.2257878",246177,33091.616859436,-47.79197335,-2.45835475,48658,"sa",TRUE,712,5,4,5,1
3650205,94.5379915726188,186.735913850826,120,320,0,0,0,0,0,0,14322.146270752,100,26.0117533100948,26.7913624566782,67.1509658148413,199.594680369978,146.75,244,0,33.3501267969835,0,329.764933798105,3650205,26.7683874571114,26.264721428523,27.4549189096813,1662.45219042133,13.5686683364411,376.312502019862,2497.75557776184,196.144036036421,225.707113906681,3650205,0.0269033959317076,0,3,50,"GURUPI, RIO","FAZENDA RURAL ZEBU","BR",-3.3411,-46.8769,14240,-999,1980,2010,31,26.58040665,1981,1985,5,9.259259259,1980,2010,31,"106.564","3.360602304","235.9973528",261103,14322.146270752,-46.95864035,-3.37502105,53892,"sa",TRUE,585,6,4,4,1
3650280,16.0937061315652,109.831796812934,85.5,120,0,0,0,0,0,0,5191.94797515869,100,18.0341297301462,22.9196233512979,36.1755736809735,267.374383774925,241,291,0,0,0,502.426616358789,3650280,26.4651387280323,25.8805756888597,27.4316573218113,1444.51374280282,7.8357502932633,278.550388559685,2538.09009536038,195.802988404416,237.949352631232,3650280,0.0262827690584543,0,3,50,"PINDARE, RIO","VALE DO PINDARE","BR",-4.69583,-46.93333,5600,140,1981,2007,27,3.559476726,1981,1992,12,6.106870229,1981,2007,27,"17.466","0.550807776","98.35853143",284155,5191.94797515869,-46.95864035,-4.79168715,62653,"sa",TRUE,40,6,4,4,1
3650310,99.8950334412949,215.240318609321,120,320,1.86072940181754,1.74804478202622,0.112684619791317,0.112684619791317,1.74804478202622,0,6047.44824981689,100,22.8386503392691,28.8023221658484,72.5315556110314,250.103264822542,200,299.5,0,47.2793010730962,0,393.226993214618,3650310,26.6901069530416,26.01294609819,27.6434500026208,1650.5854070919,12.5791163950604,321.713553872061,2516.19028546981,196.746593460068,231.941571564288,3650310,0.00536466063358969,0,3,50,"ZUTIUA, RIO","ESPERANTINA","BR",-4.03222,-45.77667,6800,50,1972,2007,36,2.243516617,1978,1980,3,0,1972,2007,36,"19.248","0.607004928","89.26543059",273321,6047.44824981689,-45.79197415,-4.12502075,58484,"sa",TRUE,162,6,4,4,1
3650350,14.0077877042705,114.938260371795,120,120,27.7084873546979,27.7084873546979,0,0,27.7084873546979,0,7047.08013916016,100,18.5328290932739,34.6629015034996,79.1404250448886,385.835408438645,328,426.5,0,0,0,486.679272668151,3650350,26.7606052557053,25.9929322263225,28.4476312436352,1189.36836367798,5.38524035959284,207.026964261261,2608.81732595939,194.252718460827,259.108465002461,3650350,0.0193542132698348,0,3,50,"ITAPECURU, RIO","MIRADOR","BR",-6.3692,-44.3561,6800,140,1968,2007,40,6.550006917,1968,1989,22,4.4,1968,2007,40,"18.422","0.580956192","85.43473412",309950,7047.08013916016,-44.37530805,-6.37501985,73076,"sa",TRUE,270,6,4,4,1
